Tag,Keyword,Attribute name,VR,Field name of a table,Type,Size if settings
300A02E5,CompensatorColumnOffset,Compensator Column Offset,FL,compensator_column_offset,String,32
300A02E6,IsocenterToCompensatorDistances,Isocenter to Compensator Distances,FL,isocenter_to_compensator_distances,String,32
300A02E7,CompensatorRelativeStoppingPowerRatio,Compensator Relative Stopping Power Ratio,FL,compensator_relative_stopping_power_ratio,String,32
300A02E8,CompensatorMillingToolDiameter,Compensator Milling Tool Diameter,FL,compensator_milling_tool_diameter,String,32
300A02EA,IonRangeCompensatorSequence,Ion Range Compensator Sequence,SQ,ion_range_compensator_sequence,String,128
300A02EB,CompensatorDescription,Compensator Description,LT,compensator_description,Text
300A0302,RadiationMassNumber,Radiation Mass Number,IS,radiation_mass_number,String,96
300A0304,RadiationAtomicNumber,Radiation Atomic Number,IS,radiation_atomic_number,String,96
300A0306,RadiationChargeState,Radiation Charge State,SS,radiation_charge_state,String,16
300A0308,ScanMode,Scan Mode,CS,scan_mode,String,128
300A0309,ModulatedScanModeType,Modulated Scan Mode Type,CS,modulated_scan_mode_type,String,128
300A030A,VirtualSourceAxisDistances,Virtual Source-Axis Distances,FL,virtual_source_axis_distances,String,32
300A030C,SnoutSequence,Snout Sequence,SQ,snout_sequence,String,128
300A030D,SnoutPosition,Snout Position,FL,snout_position,String,32
300A030F,SnoutID,Snout ID,SH,snout_id,String,128
300A0312,NumberOfRangeShifters,Number of Range Shifters,IS,number_of_range_shifters,String,96
300A0314,RangeShifterSequence,Range Shifter Sequence,SQ,range_shifter_sequence,String,128
300A0316,RangeShifterNumber,Range Shifter Number,IS,range_shifter_number,String,96
300A0318,RangeShifterID,Range Shifter ID,SH,range_shifter_id,String,128
300A0320,RangeShifterType,Range Shifter Type,CS,range_shifter_type,String,128
300A0322,RangeShifterDescription,Range Shifter Description,LO,range_shifter_description,String,512
300A0330,NumberOfLateralSpreadingDevices,Number of Lateral Spreading Devices,IS,number_of_lateral_spreading_devices,String,96
300A0332,LateralSpreadingDeviceSequence,Lateral Spreading Device Sequence,SQ,lateral_spreading_device_sequence,String,128
300A0334,LateralSpreadingDeviceNumber,Lateral Spreading Device Number,IS,lateral_spreading_device_number,String,96
300A0336,LateralSpreadingDeviceID,Lateral Spreading Device ID,SH,lateral_spreading_device_id,String,128
300A0338,LateralSpreadingDeviceType,Lateral Spreading Device Type,CS,lateral_spreading_device_type,String,128
300A033A,LateralSpreadingDeviceDescription,Lateral Spreading Device Description,LO,lateral_spreading_device_description,String,512
300A033C,LateralSpreadingDeviceWaterEquivalentThickness,Lateral Spreading Device Water Equivalent Thickness,FL,lateral_spreading_device_water_equivalent_thickness,String,32
300A0340,NumberOfRangeModulators,Number of Range Modulators,IS,number_of_range_modulators,String,96
300A0342,RangeModulatorSequence,Range Modulator Sequence,SQ,range_modulator_sequence,String,128
300A0344,RangeModulatorNumber,Range Modulator Number,IS,range_modulator_number,String,96
300A0346,RangeModulatorID,Range Modulator ID,SH,range_modulator_id,String,128
300A0348,RangeModulatorType,Range Modulator Type,CS,range_modulator_type,String,128
300A034A,RangeModulatorDescription,Range Modulator Description,LO,range_modulator_description,String,512
300A034C,BeamCurrentModulationID,Beam Current Modulation ID,SH,beam_current_modulation_id,String,128
300A0350,PatientSupportType,Patient Support Type,CS,patient_support_type,String,128
300A0352,PatientSupportID,Patient Support ID,SH,patient_support_id,String,128
300A0354,PatientSupportAccessoryCode,Patient Support Accessory Code,LO,patient_support_accessory_code,String,512
300A0355,TrayAccessoryCode,Tray Accessory Code,LO,tray_accessory_code,String,512
300A0356,FixationLightAzimuthalAngle,Fixation Light Azimuthal Angle,FL,fixation_light_azimuthal_angle,String,32
300A0358,FixationLightPolarAngle,Fixation Light Polar Angle,FL,fixation_light_polar_angle,String,32
300A035A,MetersetRate,Meterset Rate,FL,meterset_rate,String,32
300A0360,RangeShifterSettingsSequence,Range Shifter Settings Sequence,SQ,range_shifter_settings_sequence,String,128
300A0362,RangeShifterSetting,Range Shifter Setting,LO,range_shifter_setting,String,512
300A0364,IsocenterToRangeShifterDistance,Isocenter to Range Shifter Distance,FL,isocenter_to_range_shifter_distance,String,32
300A0366,RangeShifterWaterEquivalentThickness,Range Shifter Water Equivalent Thickness,FL,range_shifter_water_equivalent_thickness,String,32
300A0370,LateralSpreadingDeviceSettingsSequence,Lateral Spreading Device Settings Sequence,SQ,lateral_spreading_device_settings_sequence,String,128
300A0372,LateralSpreadingDeviceSetting,Lateral Spreading Device Setting,LO,lateral_spreading_device_setting,String,512
300A0374,IsocenterToLateralSpreadingDeviceDistance,Isocenter to Lateral Spreading Device Distance,FL,isocenter_to_lateral_spreading_device_distance,String,32
300A0380,RangeModulatorSettingsSequence,Range Modulator Settings Sequence,SQ,range_modulator_settings_sequence,String,128
300A0382,RangeModulatorGatingStartValue,Range Modulator Gating Start Value,FL,range_modulator_gating_start_value,String,32
300A0384,RangeModulatorGatingStopValue,Range Modulator Gating Stop Value,FL,range_modulator_gating_stop_value,String,32
300A0386,RangeModulatorGatingStartWaterEquivalentThickness,Range Modulator Gating Start Water Equivalent Thickness,FL,range_modulator_gating_start_water_equivalent_thickness,String,32
300A0388,RangeModulatorGatingStopWaterEquivalentThickness,Range Modulator Gating Stop Water Equivalent Thickness,FL,range_modulator_gating_stop_water_equivalent_thickness,String,32
300A038A,IsocenterToRangeModulatorDistance,Isocenter to Range Modulator Distance,FL,isocenter_to_range_modulator_distance,String,32
300A038F,ScanSpotTimeOffset,Scan Spot Time Offset,FL,scan_spot_time_offset,String,32
300A0390,ScanSpotTuneID,Scan Spot Tune ID,SH,scan_spot_tune_id,String,128
300A0391,ScanSpotPrescribedIndices,Scan Spot Prescribed Indices,IS,scan_spot_prescribed_indices,String,96
300A0392,NumberOfScanSpotPositions,Number of Scan Spot Positions,IS,number_of_scan_spot_positions,String,96
300A0393,ScanSpotReordered,Scan Spot Reordered,CS,scan_spot_reordered,String,128
300A0394,ScanSpotPositionMap,Scan Spot Position Map,FL,scan_spot_position_map,String,32
300A0395,ScanSpotReorderingAllowed,Scan Spot Reordering Allowed,CS,scan_spot_reordering_allowed,String,128
300A0396,ScanSpotMetersetWeights,Scan Spot Meterset Weights,FL,scan_spot_meterset_weights,String,32
300A0398,ScanningSpotSize,Scanning Spot Size,FL,scanning_spot_size,String,32
300A0399,ScanSpotSizesDelivered,Scan Spot Sizes Delivered,FL,scan_spot_sizes_delivered,String,32
300A039A,NumberOfPaintings,Number of Paintings,IS,number_of_paintings,String,96
300A03A0,IonToleranceTableSequence,Ion Tolerance Table Sequence,SQ,ion_tolerance_table_sequence,String,128
300A03A2,IonBeamSequence,Ion Beam Sequence,SQ,ion_beam_sequence,String,128
300A03A4,IonBeamLimitingDeviceSequence,Ion Beam Limiting Device Sequence,SQ,ion_beam_limiting_device_sequence,String,128
300A03A6,IonBlockSequence,Ion Block Sequence,SQ,ion_block_sequence,String,128
300A03A8,IonControlPointSequence,Ion Control Point Sequence,SQ,ion_control_point_sequence,String,128
300A03AA,IonWedgeSequence,Ion Wedge Sequence,SQ,ion_wedge_sequence,String,128
300A03AC,IonWedgePositionSequence,Ion Wedge Position Sequence,SQ,ion_wedge_position_sequence,String,128
300A0401,ReferencedSetupImageSequence,Referenced Setup Image Sequence,SQ,referenced_setup_image_sequence,String,128
300A0402,SetupImageComment,Setup Image Comment,ST,setup_image_comment,Text
300A0410,MotionSynchronizationSequence,Motion Synchronization Sequence,SQ,motion_synchronization_sequence,String,128
300A0412,ControlPointOrientation,Control Point Orientation,FL,control_point_orientation,String,32
300A0420,GeneralAccessorySequence,General Accessory Sequence,SQ,general_accessory_sequence,String,128
300A0421,GeneralAccessoryID,General Accessory ID,SH,general_accessory_id,String,128
300A0422,GeneralAccessoryDescription,General Accessory Description,ST,general_accessory_description,Text
300A0423,GeneralAccessoryType,General Accessory Type,CS,general_accessory_type,String,128
300A0424,GeneralAccessoryNumber,General Accessory Number,IS,general_accessory_number,String,96
300A0425,SourceToGeneralAccessoryDistance,Source to General Accessory Distance,FL,source_to_general_accessory_distance,String,32
300A0426,IsocenterToGeneralAccessoryDistance,Isocenter to General Accessory Distance,DS,isocenter_to_general_accessory_distance,String,128
300A0431,ApplicatorGeometrySequence,Applicator Geometry Sequence,SQ,applicator_geometry_sequence,String,128
300A0432,ApplicatorApertureShape,Applicator Aperture Shape,CS,applicator_aperture_shape,String,128
300A0433,ApplicatorOpening,Applicator Opening,FL,applicator_opening,String,32
300A0434,ApplicatorOpeningX,Applicator Opening X,FL,applicator_opening_x,String,32
300A0435,ApplicatorOpeningY,Applicator Opening Y,FL,applicator_opening_y,String,32
300A0436,SourceToApplicatorMountingPositionDistance,Source to Applicator Mounting Position Distance,FL,source_to_applicator_mounting_position_distance,String,32
300A0440,NumberOfBlockSlabItems,Number of Block Slab Items,IS,number_of_block_slab_items,String,96
300A0441,BlockSlabSequence,Block Slab Sequence,SQ,block_slab_sequence,String,128
300A0442,BlockSlabThickness,Block Slab Thickness,DS,block_slab_thickness,String,128
300A0443,BlockSlabNumber,Block Slab Number,US,block_slab_number,String,16
300A0450,DeviceMotionControlSequence,Device Motion Control Sequence,SQ,device_motion_control_sequence,String,128
300A0451,DeviceMotionExecutionMode,Device Motion Execution Mode,CS,device_motion_execution_mode,String,128
300A0452,DeviceMotionObservationMode,Device Motion Observation Mode,CS,device_motion_observation_mode,String,128
300A0453,DeviceMotionParameterCodeSequence,Device Motion Parameter Code Sequence,SQ,device_motion_parameter_code_sequence,String,128
300A0501,DistalDepthFraction,Distal Depth Fraction,FL,distal_depth_fraction,String,32
300A0502,DistalDepth,Distal Depth,FL,distal_depth,String,32
300A0503,NominalRangeModulationFractions,Nominal Range Modulation Fractions,FL,nominal_range_modulation_fractions,String,32
300A0504,NominalRangeModulatedRegionDepths,Nominal Range Modulated Region Depths,FL,nominal_range_modulated_region_depths,String,32
300A0505,DepthDoseParametersSequence,Depth Dose Parameters Sequence,SQ,depth_dose_parameters_sequence,String,128
300A0506,DeliveredDepthDoseParametersSequence,Delivered Depth Dose Parameters Sequence,SQ,delivered_depth_dose_parameters_sequence,String,128
300A0507,DeliveredDistalDepthFraction,Delivered Distal Depth Fraction,FL,delivered_distal_depth_fraction,String,32
300A0508,DeliveredDistalDepth,Delivered Distal Depth,FL,delivered_distal_depth,String,32
300A0509,DeliveredNominalRangeModulationFractions,Delivered Nominal Range Modulation Fractions,FL,delivered_nominal_range_modulation_fractions,String,32
300A0510,DeliveredNominalRangeModulatedRegionDepths,Delivered Nominal Range Modulated Region Depths,FL,delivered_nominal_range_modulated_region_depths,String,32
300A0511,DeliveredReferenceDoseDefinition,Delivered Reference Dose Definition,CS,delivered_reference_dose_definition,String,128
300A0512,ReferenceDoseDefinition,Reference Dose Definition,CS,reference_dose_definition,String,128
300A0600,RTControlPointIndex,RT Control Point Index,US,rt_control_point_index,String,16
300A0601,RadiationGenerationModeIndex,Radiation Generation Mode Index,US,radiation_generation_mode_index,String,16
300A0602,ReferencedDefinedDeviceIndex,Referenced Defined Device Index,US,referenced_defined_device_index,String,16
300A0603,RadiationDoseIdentificationIndex,Radiation Dose Identification Index,US,radiation_dose_identification_index,String,16
300A0604,NumberOfRTControlPoints,Number of RT Control Points,US,number_of_rt_control_points,String,16
300A0605,ReferencedRadiationGenerationModeIndex,Referenced Radiation Generation Mode Index,US,referenced_radiation_generation_mode_index,String,16
300A0606,TreatmentPositionIndex,Treatment Position Index,US,treatment_position_index,String,16
300A0607,ReferencedDeviceIndex,Referenced Device Index,US,referenced_device_index,String,16
300A0608,TreatmentPositionGroupLabel,Treatment Position Group Label,LO,treatment_position_group_label,String,512
300A0609,TreatmentPositionGroupUID,Treatment Position Group UID,UI,treatment_position_group_uid,String,512
300A060A,TreatmentPositionGroupSequence,Treatment Position Group Sequence,SQ,treatment_position_group_sequence,String,128
300A060B,ReferencedTreatmentPositionIndex,Referenced Treatment Position Index,US,referenced_treatment_position_index,String,16
300A060C,ReferencedRadiationDoseIdentificationIndex,Referenced Radiation Dose Identification Index,US,referenced_radiation_dose_identification_index,String,16
300A060D,RTAccessoryHolderWaterEquivalentThickness,RT Accessory Holder Water-Equivalent Thickness,FD,rt_accessory_holder_water_equivalent_thickness,String,64
300A060E,ReferencedRTAccessoryHolderDeviceIndex,Referenced RT Accessory Holder Device Index,US,referenced_rt_accessory_holder_device_index,String,16
300A060F,RTAccessoryHolderSlotExistenceFlag,RT Accessory Holder Slot Existence Flag,CS,rt_accessory_holder_slot_existence_flag,String,128
300A0610,RTAccessoryHolderSlotSequence,RT Accessory Holder Slot Sequence,SQ,rt_accessory_holder_slot_sequence,String,128
300A0611,RTAccessoryHolderSlotID,RT Accessory Holder Slot ID,LO,rt_accessory_holder_slot_id,String,512
300A0612,RTAccessoryHolderSlotDistance,RT Accessory Holder Slot Distance,FD,rt_accessory_holder_slot_distance,String,64
300A0613,RTAccessorySlotDistance,RT Accessory Slot Distance,FD,rt_accessory_slot_distance,String,64
300A0614,RTAccessoryHolderDefinitionSequence,RT Accessory Holder Definition Sequence,SQ,rt_accessory_holder_definition_sequence,String,128
300A0615,RTAccessoryDeviceSlotID,RT Accessory Device Slot ID,LO,rt_accessory_device_slot_id,String,512
300A0616,RTRadiationSequence,RT Radiation Sequence,SQ,rt_radiation_sequence,String,128
300A0617,RadiationDoseSequence,Radiation Dose Sequence,SQ,radiation_dose_sequence,String,128
300A0618,RadiationDoseIdentificationSequence,Radiation Dose Identification Sequence,SQ,radiation_dose_identification_sequence,String,128
300A0619,RadiationDoseIdentificationLabel,Radiation Dose Identification Label,LO,radiation_dose_identification_label,String,512
300A061A,ReferenceDoseType,Reference Dose Type,CS,reference_dose_type,String,128
300A061B,PrimaryDoseValueIndicator,Primary Dose Value Indicator,CS,primary_dose_value_indicator,String,128
300A061C,DoseValuesSequence,Dose Values Sequence,SQ,dose_values_sequence,String,128
300A061D,DoseValuePurpose,Dose Value Purpose,CS,dose_value_purpose,String,128
300A061E,ReferenceDosePointCoordinates,Reference Dose Point Coordinates,FD,reference_dose_point_coordinates,String,64
300A061F,RadiationDoseValuesParametersSequence,Radiation Dose Values Parameters Sequence,SQ,radiation_dose_values_parameters_sequence,String,128
300A0620,MetersetToDoseMappingSequence,Meterset to Dose Mapping Sequence,SQ,meterset_to_dose_mapping_sequence,String,128
300A0621,ExpectedInVivoMeasurementValuesSequence,Expected In-Vivo Measurement Values Sequence,SQ,expected_in_vivo_measurement_values_sequence,String,128
300A0622,ExpectedInVivoMeasurementValueIndex,Expected In-Vivo Measurement Value Index,US,expected_in_vivo_measurement_value_index,String,16
300A0623,RadiationDoseInVivoMeasurementLabel,Radiation Dose In-Vivo Measurement Label,LO,radiation_dose_in_vivo_measurement_label,String,512
300A0624,RadiationDoseCentralAxisDisplacement,Radiation Dose Central Axis Displacement,FD,radiation_dose_central_axis_displacement,String,64
300A0625,RadiationDoseValue,Radiation Dose Value,FD,radiation_dose_value,String,64
300A0626,RadiationDoseSourceToSkinDistance,Radiation Dose Source to Skin Distance,FD,radiation_dose_source_to_skin_distance,String,64
300A0627,RadiationDoseMeasurementPointCoordinates,Radiation Dose Measurement Point Coordinates,FD,radiation_dose_measurement_point_coordinates,String,64
300A0628,RadiationDoseSourceToExternalContourDistance,Radiation Dose Source to External Contour Distance,FD,radiation_dose_source_to_external_contour_distance,String,64
300A0629,RTToleranceSetSequence,RT Tolerance Set Sequence,SQ,rt_tolerance_set_sequence,String,128
300A062A,RTToleranceSetLabel,RT Tolerance Set Label,LO,rt_tolerance_set_label,String,512
300A062B,AttributeToleranceValuesSequence,Attribute Tolerance Values Sequence,SQ,attribute_tolerance_values_sequence,String,128
300A062C,ToleranceValue,Tolerance Value,FD,tolerance_value,String,64
300A062D,PatientSupportPositionToleranceSequence,Patient Support Position Tolerance Sequence,SQ,patient_support_position_tolerance_sequence,String,128
300A062E,TreatmentTimeLimit,Treatment Time Limit,FD,treatment_time_limit,String,64
300A062F,CArmPhotonElectronControlPointSequence,C-Arm Photon-Electron Control Point Sequence,SQ,c_arm_photon_electron_control_point_sequence,String,128
300A0630,ReferencedRTRadiationSequence,Referenced RT Radiation Sequence,SQ,referenced_rt_radiation_sequence,String,128
300A0631,ReferencedRTInstanceSequence,Referenced RT Instance Sequence,SQ,referenced_rt_instance_sequence,String,128
300A0632,ReferencedRTPatientSetupSequence,Referenced RT Patient Setup Sequence,SQ,referenced_rt_patient_setup_sequence,String,128
300A0634,SourceToPatientSurfaceDistance,Source to Patient Surface Distance,FD,source_to_patient_surface_distance,String,64
300A0635,TreatmentMachineSpecialModeCodeSequence,Treatment Machine Special Mode Code Sequence,SQ,treatment_machine_special_mode_code_sequence,String,128
300A0636,IntendedNumberOfFractions,Intended Number of Fractions,US,intended_number_of_fractions,String,16
300A0637,RTRadiationSetIntent,RT Radiation Set Intent,CS,rt_radiation_set_intent,String,128
300A0638,RTRadiationPhysicalAndGeometricContentDetailFlag,RT Radiation Physical and Geometric Content Detail Flag,CS,rt_radiation_physical_and_geometric_content_detail_flag,String,128
300A0639,RTRecordFlag,RT Record Flag,CS,rt_record_flag,String,128
300A063A,TreatmentDeviceIdentificationSequence,Treatment Device Identification Sequence,SQ,treatment_device_identification_sequence,String,128
300A063B,ReferencedRTPhysicianIntentSequence,Referenced RT Physician Intent Sequence,SQ,referenced_rt_physician_intent_sequence,String,128
300A063C,CumulativeMeterset,Cumulative Meterset,FD,cumulative_meterset,String,64
300A063D,DeliveryRate,Delivery Rate,FD,delivery_rate,String,64
300A063E,DeliveryRateUnitSequence,Delivery Rate Unit Sequence,SQ,delivery_rate_unit_sequence,String,128
300A063F,TreatmentPositionSequence,Treatment Position Sequence,SQ,treatment_position_sequence,String,128
300A0640,RadiationSourceAxisDistance,Radiation Source-Axis Distance,FD,radiation_source_axis_distance,String,64
300A0641,NumberOfRTBeamLimitingDevices,Number of RT Beam Limiting Devices,US,number_of_rt_beam_limiting_devices,String,16
300A0642,RTBeamLimitingDeviceProximalDistance,RT Beam Limiting Device Proximal Distance,FD,rt_beam_limiting_device_proximal_distance,String,64
300A0643,RTBeamLimitingDeviceDistalDistance,RT Beam Limiting Device Distal Distance,FD,rt_beam_limiting_device_distal_distance,String,64
300A0644,ParallelRTBeamDelimiterDeviceOrientationLabelCodeSequence,Parallel RT Beam Delimiter Device Orientation Label Code Sequence,SQ,parallel_rt_beam_delimiter_device_orientation_label_code_sequence,String,128
300A0645,BeamModifierOrientationAngle,Beam Modifier Orientation Angle,FD,beam_modifier_orientation_angle,String,64
300A0646,FixedRTBeamDelimiterDeviceSequence,Fixed RT Beam Delimiter Device Sequence,SQ,fixed_rt_beam_delimiter_device_sequence,String,128
300A0647,ParallelRTBeamDelimiterDeviceSequence,Parallel RT Beam Delimiter Device Sequence,SQ,parallel_rt_beam_delimiter_device_sequence,String,128
300A0648,NumberOfParallelRTBeamDelimiters,Number of Parallel RT Beam Delimiters,US,number_of_parallel_rt_beam_delimiters,String,16
300A0649,ParallelRTBeamDelimiterBoundaries,Parallel RT Beam Delimiter Boundaries,FD,parallel_rt_beam_delimiter_boundaries,String,64
300A064A,ParallelRTBeamDelimiterPositions,Parallel RT Beam Delimiter Positions,FD,parallel_rt_beam_delimiter_positions,String,64
300A064B,RTBeamLimitingDeviceOffset,RT Beam Limiting Device Offset,FD,rt_beam_limiting_device_offset,String,64
300A064C,RTBeamDelimiterGeometrySequence,RT Beam Delimiter Geometry Sequence,SQ,rt_beam_delimiter_geometry_sequence,String,128
300A064D,RTBeamLimitingDeviceDefinitionSequence,RT Beam Limiting Device Definition Sequence,SQ,rt_beam_limiting_device_definition_sequence,String,128
300A064E,ParallelRTBeamDelimiterOpeningMode,Parallel RT Beam Delimiter Opening Mode,CS,parallel_rt_beam_delimiter_opening_mode,String,128
300A064F,ParallelRTBeamDelimiterLeafMountingSide,Parallel RT Beam Delimiter Leaf Mounting Side,CS,parallel_rt_beam_delimiter_leaf_mounting_side,String,128
300A0650,PatientSetupUID,Patient Setup UID,UI,patient_setup_uid,String,512
300A0651,WedgeDefinitionSequence,Wedge Definition Sequence,SQ,wedge_definition_sequence,String,128
300A0652,RadiationBeamWedgeAngle,Radiation Beam Wedge Angle,FD,radiation_beam_wedge_angle,String,64
300A0653,RadiationBeamWedgeThinEdgeDistance,Radiation Beam Wedge Thin Edge Distance,FD,radiation_beam_wedge_thin_edge_distance,String,64
300A0654,RadiationBeamEffectiveWedgeAngle,Radiation Beam Effective Wedge Angle,FD,radiation_beam_effective_wedge_angle,String,64
300A0655,NumberOfWedgePositions,Number of Wedge Positions,US,number_of_wedge_positions,String,16
300A0656,RTBeamLimitingDeviceOpeningSequence,RT Beam Limiting Device Opening Sequence,SQ,rt_beam_limiting_device_opening_sequence,String,128
300A0657,NumberOfRTBeamLimitingDeviceOpenings,Number of RT Beam Limiting Device Openings,US,number_of_rt_beam_limiting_device_openings,String,16
300A0658,RadiationDosimeterUnitSequence,Radiation Dosimeter Unit Sequence,SQ,radiation_dosimeter_unit_sequence,String,128
300A0659,RTDeviceDistanceReferenceLocationCodeSequence,RT Device Distance Reference Location Code Sequence,SQ,rt_device_distance_reference_location_code_sequence,String,128
300A065A,RadiationDeviceConfigurationAndCommissioningKeySequence,Radiation Device Configuration and Commissioning Key Sequence,SQ,radiation_device_configuration_and_commissioning_key_sequence,String,128
300A065B,PatientSupportPositionParameterSequence,Patient Support Position Parameter Sequence,SQ,patient_support_position_parameter_sequence,String,128
300A065C,PatientSupportPositionSpecificationMethod,Patient Support Position Specification Method,CS,patient_support_position_specification_method,String,128
300A065D,PatientSupportPositionDeviceParameterSequence,Patient Support Position Device Parameter Sequence,SQ,patient_support_position_device_parameter_sequence,String,128
300A065E,DeviceOrderIndex,Device Order Index,US,device_order_index,String,16
300A065F,PatientSupportPositionParameterOrderIndex,Patient Support Position Parameter Order Index,US,patient_support_position_parameter_order_index,String,16
300A0660,PatientSupportPositionDeviceToleranceSequence,Patient Support Position Device Tolerance Sequence,SQ,patient_support_position_device_tolerance_sequence,String,128
300A0661,PatientSupportPositionToleranceOrderIndex,Patient Support Position Tolerance Order Index,US,patient_support_position_tolerance_order_index,String,16
300A0662,CompensatorDefinitionSequence,Compensator Definition Sequence,SQ,compensator_definition_sequence,String,128
300A0663,CompensatorMapOrientation,Compensator Map Orientation,CS,compensator_map_orientation,String,128
300A0664,CompensatorProximalThicknessMap,Compensator Proximal Thickness Map,OF,compensator_proximal_thickness_map,String,128
300A0665,CompensatorDistalThicknessMap,Compensator Distal Thickness Map,OF,compensator_distal_thickness_map,String,128
300A0666,CompensatorBasePlaneOffset,Compensator Base Plane Offset,FD,compensator_base_plane_offset,String,64
300A0667,CompensatorShapeFabricationCodeSequence,Compensator Shape Fabrication Code Sequence,SQ,compensator_shape_fabrication_code_sequence,String,128
300A0668,CompensatorShapeSequence,Compensator Shape Sequence,SQ,compensator_shape_sequence,String,128
300A0669,RadiationBeamCompensatorMillingToolDiameter,Radiation Beam Compensator Milling Tool Diameter,FD,radiation_beam_compensator_milling_tool_diameter,String,64
300A066A,BlockDefinitionSequence,Block Definition Sequence,SQ,block_definition_sequence,String,128
300A066B,BlockEdgeData,Block Edge Data,OF,block_edge_data,String,128
300A066C,BlockOrientation,Block Orientation,CS,block_orientation,String,128
300A066D,RadiationBeamBlockThickness,Radiation Beam Block Thickness,FD,radiation_beam_block_thickness,String,64
300A066E,RadiationBeamBlockSlabThickness,Radiation Beam Block Slab Thickness,FD,radiation_beam_block_slab_thickness,String,64
300A066F,BlockEdgeDataSequence,Block Edge Data Sequence,SQ,block_edge_data_sequence,String,128
300A0670,NumberOfRTAccessoryHolders,Number of RT Accessory Holders,US,number_of_rt_accessory_holders,String,16
300A0671,GeneralAccessoryDefinitionSequence,General Accessory Definition Sequence,SQ,general_accessory_definition_sequence,String,128
300A0672,NumberOfGeneralAccessories,Number of General Accessories,US,number_of_general_accessories,String,16
300A0673,BolusDefinitionSequence,Bolus Definition Sequence,SQ,bolus_definition_sequence,String,128
300A0674,NumberOfBoluses,Number of Boluses,US,number_of_boluses,String,16
300A0675,EquipmentFrameOfReferenceUID,Equipment Frame of Reference UID,UI,equipment_frame_of_reference_uid,String,512
300A0676,EquipmentFrameOfReferenceDescription,Equipment Frame of Reference Description,ST,equipment_frame_of_reference_description,Text
300A0677,EquipmentReferencePointCoordinatesSequence,Equipment Reference Point Coordinates Sequence,SQ,equipment_reference_point_coordinates_sequence,String,128
300A0678,EquipmentReferencePointCodeSequence,Equipment Reference Point Code Sequence,SQ,equipment_reference_point_code_sequence,String,128
300A0679,RTBeamLimitingDeviceAngle,RT Beam Limiting Device Angle,FD,rt_beam_limiting_device_angle,String,64
300A067A,SourceRollAngle,Source Roll Angle,FD,source_roll_angle,String,64
300A067B,RadiationGenerationModeSequence,Radiation GenerationMode Sequence,SQ,radiation_generationmode_sequence,String,128
300A067C,RadiationGenerationModeLabel,Radiation GenerationMode Label,SH,radiation_generationmode_label,String,128
300A067D,RadiationGenerationModeDescription,Radiation GenerationMode Description,ST,radiation_generationmode_description,Text
300A067E,RadiationGenerationModeMachineCodeSequence,Radiation GenerationMode Machine Code Sequence,SQ,radiation_generationmode_machine_code_sequence,String,128
300A067F,RadiationTypeCodeSequence,Radiation Type Code Sequence,SQ,radiation_type_code_sequence,String,128
300A0680,NominalEnergy,Nominal Energy,DS,nominal_energy,String,128
300A0681,MinimumNominalEnergy,Minimum Nominal Energy,DS,minimum_nominal_energy,String,128
300A0682,MaximumNominalEnergy,Maximum Nominal Energy,DS,maximum_nominal_energy,String,128
300A0683,RadiationFluenceModifierCodeSequence,Radiation Fluence Modifier Code Sequence,SQ,radiation_fluence_modifier_code_sequence,String,128
300A0684,EnergyUnitCodeSequence,Energy Unit Code Sequence,SQ,energy_unit_code_sequence,String,128
300A0685,NumberOfRadiationGenerationModes,Number of Radiation GenerationModes,US,number_of_radiation_generationmodes,String,16
300A0686,PatientSupportDevicesSequence,Patient Support Devices Sequence,SQ,patient_support_devices_sequence,String,128
300A0687,NumberOfPatientSupportDevices,Number of Patient Support Devices,US,number_of_patient_support_devices,String,16
300A0688,RTBeamModifierDefinitionDistance,RT Beam Modifier Definition Distance,FD,rt_beam_modifier_definition_distance,String,64
300A0689,BeamAreaLimitSequence,Beam Area Limit Sequence,SQ,beam_area_limit_sequence,String,128
300A068A,ReferencedRTPrescriptionSequence,Referenced RT Prescription Sequence,SQ,referenced_rt_prescription_sequence,String,128
300A0700,TreatmentSessionUID,Treatment Session UID,UI,treatment_session_uid,String,512
300A0701,RTRadiationUsage,RT Radiation Usage,CS,rt_radiation_usage,String,128
300A0702,ReferencedRTRadiationSetSequence,Referenced RT Radiation Set Sequence,SQ,referenced_rt_radiation_set_sequence,String,128
300A0703,ReferencedRTRadiationRecordSequence,Referenced RT Radiation Record Sequence,SQ,referenced_rt_radiation_record_sequence,String,128
300A0704,RTRadiationSetDeliveryNumber,RT Radiation Set Delivery Number,US,rt_radiation_set_delivery_number,String,16
300A0705,ClinicalFractionNumber,Clinical Fraction Number,US,clinical_fraction_number,String,16
300A0706,RTTreatmentFractionCompletionStatus,RT Treatment Fraction Completion Status,CS,rt_treatment_fraction_completion_status,String,128
300A0707,RTRadiationSetUsage,RT Radiation Set Usage,CS,rt_radiation_set_usage,String,128
300A0708,TreatmentDeliveryContinuationFlag,Treatment Delivery Continuation Flag,CS,treatment_delivery_continuation_flag,String,128
300A0709,TreatmentRecordContentOrigin,Treatment Record Content Origin,CS,treatment_record_content_origin,String,128
300A0714,RTTreatmentTerminationStatus,RT Treatment Termination Status,CS,rt_treatment_termination_status,String,128
300A0715,RTTreatmentTerminationReasonCodeSequence,RT Treatment Termination Reason Code Sequence,SQ,rt_treatment_termination_reason_code_sequence,String,128
